source,page,index,xref,file,duplicate_of,heading,width,height,sha256
full188,129,1,611,full188-p129-img01-Gumruk-ve-Dis-Ticaret-Hizmetleri.jpeg,,Gümrük ve Dış Ticaret Hizmetleri,938,371,17b8ba740f7252fbb5a4caccd223cc087c4af941b6783ed07abafceed1b8e802
full188,130,1,614,full188-p130-img01-Ozellikle-son-yillarda-yapilan-degisikliklerle-gum.jpeg,,"Özellikle  son  yıllarda  yapılan  değişikliklerle,  gümrükle  ilgili  olarak  işletmelerin",551,346,293620800be40b5721f753fd961b8d49850f3445ceca0b007715fdce3fb248e8
full188,131,1,617,full188-p131-img01-C-Ekonomik-Etkili-Gumruk-Rejimleri-Konusu-Esyaya-I.jpeg,,C. Ekonomik Etkili Gümrük Rejimleri Konusu Eşyaya İlişkin Tespit,683,236,fe23c880cfbb44924678f5d25e1e31f31d4bf3de7b62bca084b93b6c4d4aac4e
full188,132,1,620,full188-p132-img01-b-Firmaya-ve-diger-firmayla-iliskilerine-yonelik-h.jpeg,,b) Firmaya ve diğer firmayla ilişkilerine yönelik hizmetler,460,330,1830d0df97a9875f356b1921d7fe55ec43c39d0bfe4b5a79c8e2c4ae6e30a804
full188,133,1,623,full188-p133-img01-Calisanlara-genis-imk-nlar.jpeg,,Çalışanlara geniş imkânlar,341,343,6dd1fb5d2d47a47671c4cc33282b31d2d720a775f7a282f10bfecc53f820cfbb
full188,134,1,626,full188-p134-img01-Esnek-calisma-ortamini-asagidaki-noktalari-dikkate.jpeg,,Esnek çalışma ortamını aşağıdaki noktaları dikkate alarak,946,334,8ae403f5e8180f7aab1d064fd61ccd226273d4c3b27bf9446be1eeae6590c5ea
full188,135,1,629,full188-p135-img01-Sinirsiz-Firsatlar.jpeg,,Sınırsız Fırsatlar,347,445,02a44a01f6c491c1b8af607186506d4f01fbab44fa8b85e54daa4065b170aa63
full188,136,1,632,full188-p136-img01-Basarilarimiz-ve-Odullerimiz.jpeg,,Başarılarımız ve Ödüllerimiz,581,478,13063ec0814cf7a7e935cd4d56eae15d923de199387fe8ae03626e4c388be70f
full188,137,1,635,full188-p137-img01-Calisanlarin-Gelisimine-Katki.jpeg,,Çalışanların Gelişimine Katkı,448,546,29c644634df992d1d05537f62d720896fad37dd007d5415979022d71db99c25a
full188,138,1,638,full188-p138-img01-Ogrenme-Istegi.jpeg,,Öğrenme İsteği,568,548,d49d58ce45c7512276f3fdef1baa3db5f1ca541c07fbb98d5411de3314480660
full188,139,1,641,full188-p139-img01-Genis-Deneyim-Firsatlari.jpeg,,Geniş Deneyim Fırsatları,320,240,d6c405429d28900953d5d2753216fe48e9bb5aef2f001c23b4927b3f591e46e3
full188,140,1,644,full188-p140-img01-Egitim-Programlari.jpeg,,Eğitim Programları,582,488,afa3962cf4f072639b058a548a44320a2feb1a0672d2ee6a2cd1a379d21e29eb
full188,141,1,647,full188-p141-img01-Birlikte-Calisalim.jpeg,,Birlikte Çalışalım,942,389,15d019d86969e05e3c7875aa41cfed723e5511fb9a2672b9f1ae47a15ef801d8
full188,142,1,654,full188-p142-img01-SIRKETI-NDE-Calismak.jpeg,,ŞİRKETİ’NDE Çalışmak!,641,400,75e83ec958c8888cf8608e7e71912736c20c377d7614d4cfc2b4526f5c3a66e3
full188,143,1,657,full188-p143-img01-Basarma-Istegi-Hedefe-Odaklanma-Gayret.jpeg,,Başarma İsteği-Hedefe-Odaklanma Gayret,200,135,9c72254975db1f89c3997df2f4d089c0389125514fb1d00c5692f7acf338314e
full188,144,1,660,full188-p144-img01-Karsilikli-Tanisma-Firsati.jpeg,,Karşılıklı Tanışma Fırsatı,225,69,21f2b7d5c1a419bc897536fb5751cf0661c9222d455ac8ec1ae6152ac0d1f616
full188,145,1,663,full188-p145-img01-Sirket-Tanitimlari-Sunumlar.jpeg,,Şirket Tanıtımları / Sunumlar,820,532,f1d674adcd7a765bb7a22cb643c9a98091bcd526d8beb8af381965e7e90c029b
full188,146,1,666,full188-p146-img01-Once-Insan-People-First.jpeg,,Önce İnsan (People First),479,324,b86b27e31ba6ee15c18e00a106f0e6a0c7dffeba019485e7865b11f6b6033164
full188,147,1,669,full188-p147-img01-Kalite-Insan-ve-Buyume.jpeg,,"Kalite, İnsan ve Büyüme",300,400,afb2de5776d2e1c86612691514ae08bdf049c610794b827fd47d7ee50cdf4516
full188,148,1,672,full188-p148-img01-Iyi-Hazirlanma-ve-Basari.jpeg,,İyi Hazırlanma ve Başarı,409,457,e395b6e33309dec9c6758fe16a46b4c6c114efea65d5b0de849172e052819402
full188,149,1,676,full188-p149-img01-DANISMANLIK-LIMITED-SIRKETINE-katilmayi-arzu-edenl.jpeg,,DANIŞMANLIK LİMİTED ŞİRKETİNE  katılmayı arzu edenlerin istedikleri konuda,433,399,0c7ad7f766d3ee767fa02edeec35f7f466677cf779244cd8339fb0a9b6d9394f
full188,150,1,679,full188-p150-img01-KDV-Cozumleri-ve-KDV-Iadeleri.jpeg,,KDV Çözümleri ve KDV İadeleri,597,505,6a8e50e586eb71dc16c665498971edd73223ce787726881e5bdcb8b9e309582c
full188,151,1,684,full188-p151-img01-Mali-Hukuk-Hizmetleri.jpeg,,Mali Hukuk Hizmetleri,602,491,278fc1e8221d578557b4cbcdadf6ccedf319b522ced7392b07626249895c31d9
full188,152,1,687,full188-p152-img01-Vergi-ve-Mali-Hukuk-Hizmetleri.jpeg,,Vergi ve Mali Hukuk Hizmetleri,728,455,f5ebe5fcb914a58a4afef72682048145a346e5dc3669f9dc6d7bf1c99b9826b4
full188,153,1,690,full188-p153-img01-Tam-Tasdik-ve-YMM-Hizmetleri.jpeg,,Tam Tasdik ve YMM Hizmetleri,702,554,fd444dfdaa685570eb8438e37a4a761d9a6eb937723bf72e4a82323f6af18e02
full188,154,1,693,full188-p154-img01-Egitim-Hizmetleri.jpeg,,Eğitim Hizmetleri,750,560,f3ca47f2b79590128c46a21763de2e9f5652dfda734aa70e728ad3b544998f03
full188,155,1,699,full188-p155-img01-Muhasebe-ve-Mali-Isler-Yonetim-Hizmetleri.jpeg,,Muhasebe ve Mali İşler Yönetim Hizmetleri,693,523,f9c30f849633b6682a7cadd84f1cb96ec1bf81a9e66554807a2045acd31dcf35
full188,156,1,706,full188-p156-img01-Kurumlar-ve-Gelir-Vergisi-hizmetleri.jpeg,,Kurumlar ve Gelir Vergisi hizmetleri,308,177,102add50f920b8651bf647261ba3e53b6ffd13423c1707fadf57d2b2d08e7be1
full188,157,1,709,full188-p157-img01-Diger-Sirket-Islemleri.jpeg,,Diğer Şirket İşlemleri,705,395,4904db3e39671d3e69ad97adc2be3bf4dfbe1aade9cc9a3820fd377400566255
full188,158,1,712,full188-p158-img01-Kurumsal-Performans-Iyilestirme.jpeg,,Kurumsal Performans İyileştirme,711,592,6d542934d044c76509949961a16543c8f55d8b6955699cd8ccd8939f7385ac3b
full188,159,1,715,full188-p159-img01-Guncel-piyasa-sorunlari.jpeg,,Güncel piyasa sorunları,668,304,9c208f0832ea8854af57e07a0c30ec6711d83ba11fe17421e8b7920c32235339
full188,160,1,718,full188-p160-img01-Kurumsal-Performansin-Iyilestirmesinde-odaklanilac.jpeg,,Kurumsal Performansın İyileştirmesinde odaklanılacak alanlar,577,390,ab6e3401e8773680b821dac6d67a60200234b10e9df3f0d8740f3566aea07e5e
full188,161,1,721,full188-p161-img01-Operasyon-Etkinligi.jpeg,,Operasyon Etkinliği,516,191,96698adc86c089db372124912a1a247d15c764bb1c25576f76c2bda077f3e420
full188,162,1,725,full188-p162-img01-Mali-Isler-Etkinligi.jpeg,,Mali İşler Etkinliği,599,397,25d528575c2b50e4e07c60e3cf051bcbcf474430ccd6e082a4faa34662486771
full188,163,1,728,full188-p163-img01-Asagidaki-durumlar-sizin-icin-de-gecerli-mi.jpeg,,Aşağıdaki durumlar sizin için de geçerli mi?,315,128,9fdfcdbf5a370ade301c526dff51d1c31f9bde94527a0d4d31eec58e03d8d415
full188,164,1,731,full188-p164-img01-Is-hedeflerinize-yonelik-mali-isler-etkinligindeki.jpeg,,İş hedeflerinize yönelik mali işler etkinliğindeki beceriler şunları kapsar:,884,370,921ec4fc62a8773c6819e82131194521f4cec6a7c48e1a46dd76d49c53df4ff5
full188,165,1,734,full188-p165-img01-Sistem-ve-Surec-Denetimi-Hizmetleri.jpeg,,Sistem ve Süreç Denetimi Hizmetleri,129,173,f698e57bb28883b07b7938c79baa0486aa4c55427933c3cfd7e680850b46c730
full188,166,1,737,full188-p166-img01-Bankacilik-Sektorune-ve-Sermaye.jpeg,,Bankacılık Sektörüne ve Sermaye,170,229,d8f12a41054f3a3ee9718121d514e7e16591d7e6a4a57ca305897438ee1fb6fe
full188,167,1,740,full188-p167-img01-sekilde-yapilanmis-olup-tum-dunyada-finansal-sekto.jpeg,,"şekilde yapılanmış olup, tüm dünyada finansal sektöre yönelik oldukça geniş bir",695,477,ddbe48ae879a826b8d4aa9072b426420ed4c9ea028e7f78f707f04e3c7a4fe01
full188,168,1,743,full188-p168-img01-Yatirim-Yonetimi-Sektorune-Yonelik.jpeg,,Yatırım Yönetimi Sektörüne Yönelik,945,458,133927fbb4927f6f2424c83624c2e7e2850fdfe589333a2332aaf482dd731082
full188,169,1,746,full188-p169-img01-Sigorta-Sektoru-ve-Bireysel-Emeklilik-Sistemi.jpeg,,Sigorta Sektörü ve Bireysel Emeklilik Sistemi,662,244,dd62a2f7038ff29d484d69304ebd963763cff840a1222a40c20731bb3d2feb30
full188,170,1,749,full188-p170-img01-ekibiyle-sigorta-sirketlerine-7397-sayili-Sigorta-.jpeg,,ekibiyle sigorta şirketlerine 7397 sayılı Sigorta Murakabe Kanunu uyarınca bağımsız,392,545,28d2294346b0e2953d370fd942f0c8f9272fb663b9500f4c781102c556f89040
full188,171,1,752,full188-p171-img01-Gayrimenkul-Sektorune-Yonelik.jpeg,,Gayrimenkul Sektörüne Yönelik,181,243,3f26ff6b18f75e5342dda75fc0056c0104ae9b8331fc066b7e2019301d731553
full188,172,1,755,full188-p172-img01-Otomotiv-Sektorune-Yonelik-Hizmetlerimiz.jpeg,,Otomotiv Sektörüne Yönelik Hizmetlerimiz,688,387,43c4eeb1748b54b76495aa83594fe3089b021fb70eeafbf0d3476141690c3264
full188,173,1,758,full188-p173-img01-onemli-problemlere-dogru-cevaplari-verebilmenize-o.jpeg,,önemli problemlere doğru cevapları verebilmenize olanak sağlıyoruz.,445,531,6c6e374f6a81ca6915de9a75d048b223a3aef8c330834130531eb5ff78c81faf
full188,174,1,761,full188-p174-img01-Telekomunikasyon-Sektorune-Yonelik.jpeg,,Telekomünikasyon Sektörüne Yönelik,678,248,39910c0e640f3ae65d1b883cab7ea98f8bd2908c1f9c78297548ee4711d7f4f9
full188,175,1,758,,full188-p173-img01-onemli-problemlere-dogru-cevaplari-verebilmenize-o.jpeg,birikimi  gerek  denetim  hizmetleri  gerek  vergi  ve  danışmanlık  hizmetleri  yoluyla,445,531,
full188,176,1,765,full188-p176-img01-Enerji-Sektorune-Yonelik-Hizmetlerimiz.jpeg,,Enerji Sektörüne Yönelik Hizmetlerimiz,772,482,8ad25b706848519e6b3cc6409533944532664ac4e651edacb854562b60d2f785
full188,177,1,768,full188-p177-img01-Bu-kapsamda-oncelikle-elektrik-dagitim-bolgelerini.jpeg,,"Bu kapsamda, öncelikle elektrik dağıtım bölgelerinin, ardından üretim santrallerinin",446,373,849fbd866896c2fc5ccf0e61cd616792e679f7a69816fcae0f0273c1d2fe1cfd
full188,178,1,771,full188-p178-img01-Perakende-ve-Tuketiciye-Yonelik-Urunler.jpeg,,Perakende ve Tüketiciye Yönelik Ürünler,394,245,110b1c0945bf8f4450f42ede2672bc1f62448139783501f72bbf18c296513ede
full188,179,1,774,full188-p179-img01-Saglik-Sektorune-Yonelik-Hizmetlerimiz.jpeg,,Sağlık Sektörüne Yönelik Hizmetlerimiz,732,415,6bb4540289f7f65d3d6adb711ceaad6f4ebe57219fb4681c76197c37090cce22
full188,180,1,777,full188-p180-img01-Onde-gelen-saglik-hizmeti-saglayicilari-ve-saglik-.jpeg,,"Önde  gelen  sağlık  hizmeti  sağlayıcıları  ve  sağlık  sektörü  kuruluşları,  kendilerini",561,529,d243ea0818ecbb95cc57b0c2f41e3013cd596d2a9f7fd19f4c154ee2d4b8e475
full188,181,1,780,full188-p181-img01-Kamu-Sektorune-Yonelik-Hizmetlerimiz.jpeg,,Kamu Sektörüne Yönelik Hizmetlerimiz,623,425,6653cc3a9acb07e0cc91e0f1091f2ed611fd04401a1eb7540bf345effa07ef87
full188,182,1,709,,full188-p157-img01-Diger-Sirket-Islemleri.jpeg,Teknoloji Sektörüne Yönelik Hizmetlerimiz,705,395,
full188,183,1,785,full188-p183-img01-Telekomunikasyon-Sektorune-Yonelik.jpeg,,Telekomünikasyon Sektörüne Yönelik,743,555,2880d89ac9e567cfaffb927209a785ae10fd48631930bc67e16b2582d1bad595
full188,184,1,788,full188-p184-img01-bilgi-ve-birikimi-gerek-denetim-hizmetleri-gerek-V.jpeg,,bilgi ve birikimi gerek denetim hizmetleri gerek Vergi ve Danışmanlık Hizmetleri,410,436,6b3f4d80ee7e8827319f2bc95cbec9bc138a86c1d23cd9f48dc70f238e2d0635
full188,185,1,791,full188-p185-img01-Eglence-ve-Medya-Sektorune-Yonelik.jpeg,,Eğlence ve Medya Sektörüne Yönelik,512,205,d457cfffbe598a38d73db9813ef71aceedd547805e0f3db719a0d63bc57a3223
full188,187,1,795,full188-p187-img01-Uluslararasi-Finansal-Raporlama-Standartlari.jpeg,,Uluslararası Finansal Raporlama Standartları,767,376,deee7ed35aaba9bfa67ba37c150a9a4c41390e640de13d7c6da101b4050fa933
full188,188,1,798,full188-p188-img01-olarak-hazirlanmis-Mali-Tablolarin-denetimi-konusu.jpeg,,olarak hazırlanmış Mali Tabloların denetimi konusunda yıllardır süregelen tecrübemiz,776,497,dc0e5524887933460993e566af51c9ff6e081420a6ac35c3649a92781b623a17
subset50,1,1,5,subset50-p001-img01-Tedarik-Zinciri-Yonetimi.jpeg,,Tedarik Zinciri Yönetimi,620,414,de188c0ae77c4e373d68de2be6651dcb2c573ff74cee0d7690b92e46d1b88ad8
subset50,2,1,15,subset50-p002-img01-Musteri-Performans-Yonetimi.jpeg,,Müşteri Performans Yönetimi,620,465,99d264cb2f0f4d1ab6710facbd18ebbadcbcaa64bd4d68410b5d6008c77769a6
subset50,3,1,21,subset50-p003-img01-Tahsil-Edilemeyen-Kredi-Alacaklarinda.jpeg,,Tahsil Edilemeyen Kredi Alacaklarında,1288,966,4c64d416642b72ce1b143b9b2b3450a814512ee207c78e1ca7ebd51e2b7ca870
subset50,4,1,25,subset50-p004-img01-Islem-Sonrasi-Cozumler.jpeg,,İşlem-Sonrası Çözümler,620,465,d299650a04bb38f91b2c380717a09a2da0a826aaa18b187989680d145e1b7926
subset50,5,1,29,subset50-p005-img01-Satin-Alma-ve-Birlesme-Hizmetleri.jpeg,,Satın Alma ve Birleşme Hizmetleri,620,465,f13a3fe60fa9cb44c262e2cf3b44e4d56d2daa79fbbae0709f78efed02c9de4c
subset50,6,1,33,subset50-p006-img01-Islem-Tecrubesi-Projenin-ilk-dusunce-asamasindan-p.jpeg,,İşlem Tecrübesi – Projenin ilk düşünce aşamasından proje bitimine /,620,413,2838d1d917726215e340b2960537476fb02ccb203dda6f07b448bb0f946232a0
subset50,7,1,37,subset50-p007-img01-Degerleme-ve-Modelleme-Hizmetleri.jpeg,,Değerleme ve Modelleme Hizmetleri,620,261,eaf9339c5785d6e4f6af6cad6b3ef9158b9aff9e3b309ca68a76596118b37a0c
subset50,8,1,41,subset50-p008-img01-Proje-Finansmani.jpeg,,Proje Finansmanı,620,413,20381b5e7cdef49bbf82aef8a6f2762d3adfd9c6ab1c006a43ba9bbfa080f205
subset50,9,1,46,subset50-p009-img01-Gayrimenkul.jpeg,,Gayrimenkul,620,413,89762d9696de051eb8e3b5ec7b4ad1002c2088c58e807a09c73b12cb1205573d
subset50,10,1,50,subset50-p010-img01-Alici-Sirketlere-Satin-Alma-Oncesi-Durum-Tespiti.jpeg,,Alıcı Şirketlere: Satın Alma Öncesi Durum Tespiti,1031,773,aa60ce6baefb8ec3a64d580a73b7d62b5ff49245346a8e9146c53998ced37845
subset50,11,1,54,subset50-p011-img01-Satilacak-Sirketlere-Danismanlik-Hizmetleri.jpeg,,Satılacak Şirketlere Danışmanlık Hizmetleri,916,772,53448bf38755f847c70db4ab3469387a8b92576cc555daebf5837c6363b7a111
subset50,12,1,58,subset50-p012-img01-Satilacak-Sirkette-Durum-Tespiti-Calismasi.jpeg,,Satılacak Şirkette Durum Tespiti Çalışması:,1027,562,2249b88377e249c3f6c2d267dcb8ed84cab5836b177cd90b4ead645a1cdce0b1
subset50,13,1,62,subset50-p013-img01-Deger-Yaratmak-Satilacak-Sirkette-Durum-Tespiti-ca.jpeg,,Değer Yaratmak: 'Satılacak Şirkette Durum Tespiti' çalışması satılan firmayı işlem,711,321,9b227495f7a97b0acd63ac41b3c334012226c4d10cbfcd259f061f1726172972
subset50,14,1,66,subset50-p014-img01-Tahsil-Edilemeyen-Kredi-Alacaklarinda.jpeg,,Tahsil Edilemeyen Kredi Alacaklarında,620,465,c8a03d2aca58f9766af3e7bc0f0947fa78668fc97877ab0114d77a866ab0f074
subset50,15,1,70,subset50-p015-img01-Islem-Sonrasi-Cozumler.jpeg,,İşlem-Sonrası Çözümler,620,415,e00204c889ed7224c99e1d0debe18ab1ecc2bb8f02204903443c33242db5cdde
subset50,16,1,74,subset50-p016-img01-Satin-Alma-ve-Birlesme-Hizmetleri.jpeg,,Satın Alma ve Birleşme Hizmetleri,450,331,d03bca25c7ae9c901b9ae43ae7bf407d42c38a3a71ff0cf199a382f8f6567849
subset50,17,1,79,subset50-p017-img01-Islem-tecrubesi-Projenin-ilk-dusunce-asamasindan-p.jpeg,,İşlem tecrübesi – Projenin ilk düşünce aşamasından proje bitimine /,620,413,fec4e8f16441d4c07366a3fb722b422ddb073a695f0f29cb374a9cef794de320
subset50,18,1,83,subset50-p018-img01-Degerleme-ve-Modelleme-Hizmetleri.jpeg,,Değerleme ve Modelleme Hizmetleri,558,357,8729c01aa8badb5f093de1d13531a23df0fbfcd7d26507a79dec47d8434e408c
subset50,19,1,89,subset50-p019-img01-Proje-Finansmani.jpeg,,Proje Finansmanı,620,349,6f963574dc534a67eaae4849696ae41d7c271f64f67cb99850413487fb6ea543
subset50,26,1,120,subset50-p026-img01-Finansal-Hizmetler-Risk-Yonetimi.jpeg,,Finansal Hizmetler Risk Yönetimi,889,537,e9de6b724c4a5d0101ccc22443aafdd663faa1c5b35803efa03ef2c642e5cf85
subset50,27,1,124,subset50-p027-img01-Hizmet-Verilen-Baslica-Alanlar.jpeg,,Hizmet Verilen Başlıca Alanlar:,1160,846,87f22509d19cba54fb411ad324e2fa026fc8fae011ee9919a8c4210f9ea742ef
subset50,28,1,74,,subset50-p016-img01-Satin-Alma-ve-Birlesme-Hizmetleri.jpeg,Aktüer ya Hizmetleri,450,331,
subset50,29,1,131,subset50-p029-img01-Hizmet-Verilen-Baslica-Alanlar.jpeg,,Hizmet Verilen Başlıca Alanlar:,472,308,60bbeee5e453dd96d325187230e085bd37218deae9a382e3244328e97cf68863
subset50,30,1,135,subset50-p030-img01-Satin-alma-Danismanlik-ve-Destek.jpeg,,Satın alma Danışmanlık ve Destek,1288,802,8b3624307222f311ae2574c7ab84300e15cc57fa82b86f9e0969d7e3d0d09f66
subset50,31,1,139,subset50-p031-img01-Vergi-Danismanlik-Hizmetleri.jpeg,,Vergi Danışmanlık Hizmetleri,1025,788,871fb543678f55b65bb68001a58541034723ddc201451bfa8b2fc693660d8376
subset50,32,1,143,subset50-p032-img01-Stratejik-Vergi-Planlamasi-Danismanlik.jpeg,,Stratejik Vergi Planlaması Danışmanlık,620,412,13afcc9b23993702564328397d275c900ebb400e944942dd8a681dc921c8f1f9
subset50,33,1,148,subset50-p033-img01-Operasyon-el-Vergi-Planlama-Hizmetleri.jpeg,,Operasyon el Vergi Planlama Hizmetleri,1288,966,bb2a4be6d55ae39d1a8e64fc2d65de5027f5e34f0ba071ed503d94e5c5833d5d
subset50,34,1,152,subset50-p034-img01-Dolayli-Vergi-Danismanlik-Hizmetleri.jpeg,,Dolaylı Vergi Danışmanlık Hizmetleri,854,793,07f326bb56871d2d134eaf54510ac8213caf9d613a0e2aee204a7a802f69994a
subset50,35,1,156,subset50-p035-img01-Uluslararasi-Vergi-Danismanlik-Hizmetleri.jpeg,,Uluslararası Vergi Danışmanlık Hizmetleri,1119,839,9269335ba0bd47b467023c75c34592a38d0e9f3ff5d49efcd421f10c56a97864
subset50,36,1,160,subset50-p036-img01-kapsaminda-dunyanin-en-buyuk-cokuluslu-firmalari-i.jpeg,,kapsamında  dünyanın  en  büyük  çokuluslu  firmaları  ile  Avrupa’nın  önde  gelen,1174,382,46e035da96d245d683c221b29b65a34a28630eb974477f39a2d9ef78a27de848
subset50,37,1,164,subset50-p037-img01-Transfer-Fiyatlandirmasi-Danismanlik.jpeg,,Transfer Fiyatlandırması Danışmanlık,1286,802,8ac7650090c7c5066d25ab232856fb0d3f321f44828bb96aa7109f271ec3aaca
subset50,38,1,168,subset50-p038-img01-Bu-husus-ise-ancak-ilgili-konularda-gosterim-ve-te.jpeg,,Bu  husus  ise  ancak  ilgili  konularda  gösterim  ve  tecrübe  sahibi  uzmanların,528,202,f39b0fb720f45f988a7aa350e2c28f76bb021526366d0467ee7bb33c5424dc1c
subset50,39,1,79,,subset50-p017-img01-Islem-tecrubesi-Projenin-ilk-dusunce-asamasindan-p.jpeg,Vergi Uyuşmazlığı Danışmanlık Hizmetleri,620,413,
subset50,40,1,15,,subset50-p002-img01-Musteri-Performans-Yonetimi.jpeg,Bireysel Vergi Danışmanlık Hizmetleri,620,465,
subset50,41,1,179,subset50-p041-img01-Vergi-Denetimi-Danismanligi-ve-Tasdik.jpeg,,Vergi Denetimi Danışmanlığı ve Tasdik,927,666,c9eebade0018baa76939508798e10c746d92634179ca03c76dded878da380d90
subset50,42,1,183,subset50-p042-img01-Mali-Muhasebe-Hizmetleri.jpeg,,Mali Muhasebe Hizmetleri,620,402,54499a10700bcf914334050a1197eb6bf9e2c980376d3a8304307f0108a624d6
subset50,43,1,187,subset50-p043-img01-Muhasebe-Destegi-ve-Danismanligi.jpeg,,Muhasebe Desteği ve Danışmanlığı,728,1192,88707c33f0dd0d56c0c842d809c488b385399198b264b432e551d5efc1969a20
subset50,44,1,191,subset50-p044-img01-Kurumsal-Finansman-Danismanlik.jpeg,,Kurumsal Finansman Danışmanlık,1812,698,72ab8e743c9c24a2d4c6cfc6eadf8c51ec3d6887505297dbd21acaa67dac6791
subset50,45,1,195,subset50-p045-img01-Kurumsal-Finansman-Destek-Hizmetleri.jpeg,,Kurumsal Finansman Destek Hizmetleri,920,191,d296b789dc7fabce8e3c4f2dc429119b995eb8378207ee7beb35a622b1af6b3f
subset50,46,1,199,subset50-p046-img01-Teknoloji-ve-Bilgi-Guvenligi-Risk-Hizmetleri.jpeg,,Teknoloji ve Bilgi Güvenliği Risk Hizmetleri,595,720,afd40d4c3afdec3dad499392336cb780fcbaa6cf023a442282d5580a7861879a
subset50,47,1,203,subset50-p047-img01-Bilgi-Teknolojileri-BT-Etkinligi-Hizmetleri.jpeg,,Bilgi Teknolojileri (BT) Etkinliği Hizmetleri,800,532,6b642437c677afd933b598a5b9ce52108cb9a357ac1603da2145758b2c006a89
subset50,50,1,214,subset50-p050-img01-Finansal-Risk-Yonetimi.jpeg,,Finansal Risk Yönetimi,800,536,02fac2142c7606eaf3684878432d4e2c38583399cabe7d7b0e6bd38f4099d71b
